"Date","Depth","Site","Plot","Year","Value"
2013-07-29,20,"IN_Randolph","SW",2013,0.243
2013-07-29,40,"IN_Randolph","SW",2013,0.188
2013-07-29,60,"IN_Randolph","SW",2013,0.256
2013-07-29,100,"IN_Randolph","SW",2013,0.345
2013-07-30,10,"IN_Randolph","SW",2013,0.268
2013-07-30,20,"IN_Randolph","SW",2013,0.243
2013-07-30,40,"IN_Randolph","SW",2013,0.178
2013-07-30,60,"IN_Randolph","SW",2013,0.251
2013-07-30,100,"IN_Randolph","SW",2013,0.345
2013-07-31,10,"IN_Randolph","SW",2013,0.27
2013-07-31,20,"IN_Randolph","SW",2013,0.243
2013-07-31,40,"IN_Randolph","SW",2013,0.178
2013-07-31,60,"IN_Randolph","SW",2013,0.249
2013-07-31,100,"IN_Randolph","SW",2013,0.345
2013-08-01,10,"IN_Randolph","SW",2013,0.271
2013-08-01,20,"IN_Randolph","SW",2013,0.244
2013-08-01,40,"IN_Randolph","SW",2013,0.178
2013-08-01,60,"IN_Randolph","SW",2013,0.247
2013-08-01,100,"IN_Randolph","SW",2013,0.344
2013-08-02,10,"IN_Randolph","SW",2013,0.267
2013-08-02,20,"IN_Randolph","SW",2013,0.242
2013-08-02,40,"IN_Randolph","SW",2013,0.175
2013-08-02,60,"IN_Randolph","SW",2013,0.244
2013-08-02,100,"IN_Randolph","SW",2013,0.344
2013-08-03,10,"IN_Randolph","SW",2013,0.308
2013-08-03,20,"IN_Randolph","SW",2013,0.249
2013-08-03,40,"IN_Randolph","SW",2013,0.209
2013-08-03,60,"IN_Randolph","SW",2013,0.247
2013-08-03,100,"IN_Randolph","SW",2013,0.343
2013-08-04,10,"IN_Randolph","SW",2013,0.292
2013-08-04,20,"IN_Randolph","SW",2013,0.25
2013-08-04,40,"IN_Randolph","SW",2013,0.206
2013-08-04,60,"IN_Randolph","SW",2013,0.248
2013-08-04,100,"IN_Randolph","SW",2013,0.341
2013-08-05,10,"IN_Randolph","SW",2013,0.285
2013-08-05,20,"IN_Randolph","SW",2013,0.249
2013-08-05,40,"IN_Randolph","SW",2013,0.205
2013-08-05,60,"IN_Randolph","SW",2013,0.247
2013-08-05,100,"IN_Randolph","SW",2013,0.34
2013-08-06,10,"IN_Randolph","SW",2013,0.282
2013-08-06,20,"IN_Randolph","SW",2013,0.249
2013-08-06,40,"IN_Randolph","SW",2013,0.205
2013-08-06,60,"IN_Randolph","SW",2013,0.247
2013-08-06,100,"IN_Randolph","SW",2013,0.336
2013-08-07,10,"IN_Randolph","SW",2013,0.282
2013-08-07,20,"IN_Randolph","SW",2013,0.249
2013-08-07,40,"IN_Randolph","SW",2013,0.206
2013-08-07,60,"IN_Randolph","SW",2013,0.246
2013-08-07,100,"IN_Randolph","SW",2013,0.332
2013-08-08,10,"IN_Randolph","SW",2013,0.282
2013-08-08,20,"IN_Randolph","SW",2013,0.25
2013-08-08,40,"IN_Randolph","SW",2013,0.207
2013-08-08,60,"IN_Randolph","SW",2013,0.246
2013-08-08,100,"IN_Randolph","SW",2013,0.331
2013-08-09,10,"IN_Randolph","SW",2013,0.294
2013-08-09,20,"IN_Randolph","SW",2013,0.252
2013-08-09,40,"IN_Randolph","SW",2013,0.202
2013-08-09,60,"IN_Randolph","SW",2013,0.245
2013-08-09,100,"IN_Randolph","SW",2013,0.329
2013-08-10,10,"IN_Randolph","SW",2013,0.289
2013-08-10,20,"IN_Randolph","SW",2013,0.252
2013-08-10,40,"IN_Randolph","SW",2013,0.2
2013-08-10,60,"IN_Randolph","SW",2013,0.245
2013-08-10,100,"IN_Randolph","SW",2013,0.328
2013-08-11,10,"IN_Randolph","SW",2013,0.283
2013-08-11,20,"IN_Randolph","SW",2013,0.251
2013-08-11,40,"IN_Randolph","SW",2013,0.2
2013-08-11,60,"IN_Randolph","SW",2013,0.245
2013-08-11,100,"IN_Randolph","SW",2013,0.326
2013-08-12,10,"IN_Randolph","SW",2013,0.278
2013-08-12,20,"IN_Randolph","SW",2013,0.249
2013-08-12,40,"IN_Randolph","SW",2013,0.199
2013-08-12,60,"IN_Randolph","SW",2013,0.244
2013-08-12,100,"IN_Randolph","SW",2013,0.323
2013-08-13,10,"IN_Randolph","SW",2013,0.274
2013-08-13,20,"IN_Randolph","SW",2013,0.248
2013-08-13,40,"IN_Randolph","SW",2013,0.199
2013-08-13,60,"IN_Randolph","SW",2013,0.243
2013-08-13,100,"IN_Randolph","SW",2013,0.318
2013-08-14,10,"IN_Randolph","SW",2013,0.267
2013-08-14,20,"IN_Randolph","SW",2013,0.245
2013-08-14,40,"IN_Randolph","SW",2013,0.199
2013-08-14,60,"IN_Randolph","SW",2013,0.242
2013-08-14,100,"IN_Randolph","SW",2013,0.314
2013-08-15,10,"IN_Randolph","SW",2013,0.263
2013-08-15,20,"IN_Randolph","SW",2013,0.242
2013-08-15,40,"IN_Randolph","SW",2013,0.199
2013-08-15,60,"IN_Randolph","SW",2013,0.241
2013-08-15,100,"IN_Randolph","SW",2013,0.309
2013-08-16,10,"IN_Randolph","SW",2013,0.262
2013-08-16,20,"IN_Randolph","SW",2013,0.241
2013-08-16,40,"IN_Randolph","SW",2013,0.199
2013-08-16,60,"IN_Randolph","SW",2013,0.24
2013-08-16,100,"IN_Randolph","SW",2013,0.303
2013-08-17,10,"IN_Randolph","SW",2013,0.262
2013-08-17,20,"IN_Randolph","SW",2013,0.241
2013-08-17,40,"IN_Randolph","SW",2013,0.199
2013-08-17,60,"IN_Randolph","SW",2013,0.239
2013-08-17,100,"IN_Randolph","SW",2013,0.298
2013-08-18,10,"IN_Randolph","SW",2013,0.261
2013-08-18,20,"IN_Randolph","SW",2013,0.24
2013-08-18,40,"IN_Randolph","SW",2013,0.199
2013-08-18,60,"IN_Randolph","SW",2013,0.238
2013-08-18,100,"IN_Randolph","SW",2013,0.292
2013-08-19,10,"IN_Randolph","SW",2013,0.26
2013-08-19,20,"IN_Randolph","SW",2013,0.24
2013-08-19,40,"IN_Randolph","SW",2013,0.199
2013-08-19,60,"IN_Randolph","SW",2013,0.238
2013-08-19,100,"IN_Randolph","SW",2013,0.287
2013-08-20,10,"IN_Randolph","SW",2013,0.26
2013-08-20,20,"IN_Randolph","SW",2013,0.242
2013-08-20,40,"IN_Randolph","SW",2013,0.199
2013-08-20,60,"IN_Randolph","SW",2013,0.237
2013-08-20,100,"IN_Randolph","SW",2013,0.281
2013-08-21,10,"IN_Randolph","SW",2013,0.263
2013-08-21,20,"IN_Randolph","SW",2013,0.244
2013-08-21,40,"IN_Randolph","SW",2013,0.199
2013-08-21,60,"IN_Randolph","SW",2013,0.237
2013-08-21,100,"IN_Randolph","SW",2013,0.275
2013-08-22,10,"IN_Randolph","SW",2013,0.264
2013-08-22,20,"IN_Randolph","SW",2013,0.246
2013-08-22,40,"IN_Randolph","SW",2013,0.202
2013-08-22,60,"IN_Randolph","SW",2013,0.237
2013-08-22,100,"IN_Randolph","SW",2013,0.27
2013-08-23,10,"IN_Randolph","SW",2013,0.265
2013-08-23,20,"IN_Randolph","SW",2013,0.246
2013-08-23,40,"IN_Randolph","SW",2013,0.206
2013-08-23,60,"IN_Randolph","SW",2013,0.237
2013-08-23,100,"IN_Randolph","SW",2013,0.267
2013-08-24,10,"IN_Randolph","SW",2013,0.262
2013-08-24,20,"IN_Randolph","SW",2013,0.245
2013-08-24,40,"IN_Randolph","SW",2013,0.205
2013-08-24,60,"IN_Randolph","SW",2013,0.237
2013-08-24,100,"IN_Randolph","SW",2013,0.263
2013-08-25,10,"IN_Randolph","SW",2013,0.262
2013-08-25,20,"IN_Randolph","SW",2013,0.245
2013-08-25,40,"IN_Randolph","SW",2013,0.204
2013-08-25,60,"IN_Randolph","SW",2013,0.237
2013-08-25,100,"IN_Randolph","SW",2013,0.258
2013-08-26,10,"IN_Randolph","SW",2013,0.262
2013-08-26,20,"IN_Randolph","SW",2013,0.245
2013-08-26,40,"IN_Randolph","SW",2013,0.204
2013-08-26,60,"IN_Randolph","SW",2013,0.236
2013-08-26,100,"IN_Randolph","SW",2013,0.254
2013-08-27,10,"IN_Randolph","SW",2013,0.263
2013-08-27,20,"IN_Randolph","SW",2013,0.246
2013-08-27,40,"IN_Randolph","SW",2013,0.204
2013-08-27,60,"IN_Randolph","SW",2013,0.236
2013-08-27,100,"IN_Randolph","SW",2013,0.25
2013-08-28,10,"IN_Randolph","SW",2013,0.264
2013-08-28,20,"IN_Randolph","SW",2013,0.246
2013-08-28,40,"IN_Randolph","SW",2013,0.205
2013-08-28,60,"IN_Randolph","SW",2013,0.235
2013-08-28,100,"IN_Randolph","SW",2013,0.246
2013-08-29,10,"IN_Randolph","SW",2013,0.263
2013-08-29,20,"IN_Randolph","SW",2013,0.246
2013-08-29,40,"IN_Randolph","SW",2013,0.206
2013-08-29,60,"IN_Randolph","SW",2013,0.235
2013-08-29,100,"IN_Randolph","SW",2013,0.243
2013-08-30,10,"IN_Randolph","SW",2013,0.261
2013-08-30,20,"IN_Randolph","SW",2013,0.244
2013-08-30,40,"IN_Randolph","SW",2013,0.205
2013-08-30,60,"IN_Randolph","SW",2013,0.235
2013-08-30,100,"IN_Randolph","SW",2013,0.24
2013-08-31,10,"IN_Randolph","SW",2013,0.284
2013-08-31,20,"IN_Randolph","SW",2013,0.249
2013-08-31,40,"IN_Randolph","SW",2013,0.215
2013-08-31,60,"IN_Randolph","SW",2013,0.245
2013-08-31,100,"IN_Randolph","SW",2013,0.238
2013-09-01,10,"IN_Randolph","SW",2013,0.3
2013-09-01,20,"IN_Randolph","SW",2013,0.256
2013-09-01,40,"IN_Randolph","SW",2013,0.235
2013-09-01,60,"IN_Randolph","SW",2013,0.265
2013-09-01,100,"IN_Randolph","SW",2013,0.237
2013-09-02,10,"IN_Randolph","SW",2013,0.288
2013-09-02,20,"IN_Randolph","SW",2013,0.256
2013-09-02,40,"IN_Randolph","SW",2013,0.23
2013-09-02,60,"IN_Randolph","SW",2013,0.261
2013-09-02,100,"IN_Randolph","SW",2013,0.237
2013-09-03,10,"IN_Randolph","SW",2013,0.278
2013-09-03,20,"IN_Randolph","SW",2013,0.253
2013-09-03,40,"IN_Randolph","SW",2013,0.225
2013-09-03,60,"IN_Randolph","SW",2013,0.257
2013-09-03,100,"IN_Randolph","SW",2013,0.237
2013-09-04,10,"IN_Randolph","SW",2013,0.271
2013-09-04,20,"IN_Randolph","SW",2013,0.25
2013-09-04,40,"IN_Randolph","SW",2013,0.22
2013-09-04,60,"IN_Randolph","SW",2013,0.253
2013-09-04,100,"IN_Randolph","SW",2013,0.237
2013-09-05,10,"IN_Randolph","SW",2013,0.267
2013-09-05,20,"IN_Randolph","SW",2013,0.248
2013-09-05,40,"IN_Randolph","SW",2013,0.216
2013-09-05,60,"IN_Randolph","SW",2013,0.248
2013-09-05,100,"IN_Randolph","SW",2013,0.236
2013-09-06,10,"IN_Randolph","SW",2013,0.262
2013-09-06,20,"IN_Randolph","SW",2013,0.246
2013-09-06,40,"IN_Randolph","SW",2013,0.213
2013-09-06,60,"IN_Randolph","SW",2013,0.245
2013-09-06,100,"IN_Randolph","SW",2013,0.234
2013-09-07,10,"IN_Randolph","SW",2013,0.26
2013-09-07,20,"IN_Randolph","SW",2013,0.244
2013-09-07,40,"IN_Randolph","SW",2013,0.21
2013-09-07,60,"IN_Randolph","SW",2013,0.242
2013-09-07,100,"IN_Randolph","SW",2013,0.233
2013-09-08,10,"IN_Randolph","SW",2013,0.26
2013-09-08,20,"IN_Randolph","SW",2013,0.244
2013-09-08,40,"IN_Randolph","SW",2013,0.209
2013-09-08,60,"IN_Randolph","SW",2013,0.239
2013-09-08,100,"IN_Randolph","SW",2013,0.232
2013-09-09,10,"IN_Randolph","SW",2013,0.259
2013-09-09,20,"IN_Randolph","SW",2013,0.244
2013-09-09,40,"IN_Randolph","SW",2013,0.209
2013-09-09,60,"IN_Randolph","SW",2013,0.238
2013-09-09,100,"IN_Randolph","SW",2013,0.231
2013-09-10,10,"IN_Randolph","SW",2013,0.26
2013-09-10,20,"IN_Randolph","SW",2013,0.244
2013-09-10,40,"IN_Randolph","SW",2013,0.209
2013-09-10,60,"IN_Randolph","SW",2013,0.237
2013-09-10,100,"IN_Randolph","SW",2013,0.23
2013-09-11,10,"IN_Randolph","SW",2013,0.259
2013-09-11,20,"IN_Randolph","SW",2013,0.243
2013-09-11,40,"IN_Randolph","SW",2013,0.209
2013-09-11,60,"IN_Randolph","SW",2013,0.236
2013-09-11,100,"IN_Randolph","SW",2013,0.228
2013-09-12,10,"IN_Randolph","SW",2013,0.27
2013-09-12,20,"IN_Randolph","SW",2013,0.242
2013-09-12,40,"IN_Randolph","SW",2013,0.211
2013-09-12,60,"IN_Randolph","SW",2013,0.236
2013-09-12,100,"IN_Randolph","SW",2013,0.228
2013-09-13,10,"IN_Randolph","SW",2013,0.263
2013-09-13,20,"IN_Randolph","SW",2013,0.24
2013-09-13,40,"IN_Randolph","SW",2013,0.212
2013-09-13,60,"IN_Randolph","SW",2013,0.236
2013-09-13,100,"IN_Randolph","SW",2013,0.228
2013-09-14,10,"IN_Randolph","SW",2013,0.255
2013-09-14,20,"IN_Randolph","SW",2013,0.237
2013-09-14,40,"IN_Randolph","SW",2013,0.21
2013-09-14,60,"IN_Randolph","SW",2013,0.235
2013-09-14,100,"IN_Randolph","SW",2013,0.228
2013-09-15,10,"IN_Randolph","SW",2013,0.257
2013-09-15,20,"IN_Randolph","SW",2013,0.236
2013-09-15,40,"IN_Randolph","SW",2013,0.209
2013-09-15,60,"IN_Randolph","SW",2013,0.233
2013-09-15,100,"IN_Randolph","SW",2013,0.228
2013-09-16,10,"IN_Randolph","SW",2013,0.267
2013-09-16,20,"IN_Randolph","SW",2013,0.236
2013-09-16,40,"IN_Randolph","SW",2013,0.209
2013-09-16,60,"IN_Randolph","SW",2013,0.232
2013-09-16,100,"IN_Randolph","SW",2013,0.227
2013-09-17,10,"IN_Randolph","SW",2013,0.261
2013-09-17,20,"IN_Randolph","SW",2013,0.236
2013-09-17,40,"IN_Randolph","SW",2013,0.208
2013-09-17,60,"IN_Randolph","SW",2013,0.231
2013-09-17,100,"IN_Randolph","SW",2013,0.227
2013-09-18,10,"IN_Randolph","SW",2013,0.262
2013-09-18,20,"IN_Randolph","SW",2013,0.237
2013-09-18,40,"IN_Randolph","SW",2013,0.208
2013-09-18,60,"IN_Randolph","SW",2013,0.23
2013-09-18,100,"IN_Randolph","SW",2013,0.227
2013-09-19,10,"IN_Randolph","SW",2013,0.309
2013-09-19,20,"IN_Randolph","SW",2013,0.264
2013-09-19,40,"IN_Randolph","SW",2013,0.27
2013-09-19,60,"IN_Randolph","SW",2013,0.279
2013-09-19,100,"IN_Randolph","SW",2013,0.226
2013-09-20,10,"IN_Randolph","SW",2013,0.321
2013-09-20,20,"IN_Randolph","SW",2013,0.274
2013-09-20,40,"IN_Randolph","SW",2013,0.286
2013-09-20,60,"IN_Randolph","SW",2013,0.287
2013-09-20,100,"IN_Randolph","SW",2013,0.226
2013-09-21,10,"IN_Randolph","SW",2013,0.345
2013-09-21,20,"IN_Randolph","SW",2013,0.307
2013-09-21,40,"IN_Randolph","SW",2013,0.297
2013-09-21,60,"IN_Randolph","SW",2013,0.301
2013-09-21,100,"IN_Randolph","SW",2013,0.226
2013-09-22,10,"IN_Randolph","SW",2013,0.329
2013-09-22,20,"IN_Randolph","SW",2013,0.297
2013-09-22,40,"IN_Randolph","SW",2013,0.287
2013-09-22,60,"IN_Randolph","SW",2013,0.295
2013-09-22,100,"IN_Randolph","SW",2013,0.227
2013-09-23,10,"IN_Randolph","SW",2013,0.322
2013-09-23,20,"IN_Randolph","SW",2013,0.293
2013-09-23,40,"IN_Randolph","SW",2013,0.283
2013-09-23,60,"IN_Randolph","SW",2013,0.292
2013-09-23,100,"IN_Randolph","SW",2013,0.227
2013-09-24,10,"IN_Randolph","SW",2013,0.319
2013-09-24,20,"IN_Randolph","SW",2013,0.291
2013-09-24,40,"IN_Randolph","SW",2013,0.281
2013-09-24,60,"IN_Randolph","SW",2013,0.289
2013-09-24,100,"IN_Randolph","SW",2013,0.228
2013-09-25,10,"IN_Randolph","SW",2013,0.316
2013-09-25,20,"IN_Randolph","SW",2013,0.291
2013-09-25,40,"IN_Randolph","SW",2013,0.28
2013-09-25,60,"IN_Randolph","SW",2013,0.287
2013-09-25,100,"IN_Randolph","SW",2013,0.228
2013-09-26,10,"IN_Randolph","SW",2013,0.313
2013-09-26,20,"IN_Randolph","SW",2013,0.29
2013-09-26,40,"IN_Randolph","SW",2013,0.279
2013-09-26,60,"IN_Randolph","SW",2013,0.286
2013-09-26,100,"IN_Randolph","SW",2013,0.228
2013-09-27,10,"IN_Randolph","SW",2013,0.309
2013-09-27,20,"IN_Randolph","SW",2013,0.289
2013-09-27,40,"IN_Randolph","SW",2013,0.279
2013-09-27,60,"IN_Randolph","SW",2013,0.284
2013-09-27,100,"IN_Randolph","SW",2013,0.228
2013-09-28,10,"IN_Randolph","SW",2013,0.305
2013-09-28,20,"IN_Randolph","SW",2013,0.287
2013-09-28,40,"IN_Randolph","SW",2013,0.278
2013-09-28,60,"IN_Randolph","SW",2013,0.283
2013-09-28,100,"IN_Randolph","SW",2013,0.228
2013-09-29,10,"IN_Randolph","SW",2013,0.32
2013-09-29,20,"IN_Randolph","SW",2013,0.293
2013-09-29,40,"IN_Randolph","SW",2013,0.292
2013-09-29,60,"IN_Randolph","SW",2013,0.288
2013-09-29,100,"IN_Randolph","SW",2013,0.228
2013-09-30,10,"IN_Randolph","SW",2013,0.339
2013-09-30,20,"IN_Randolph","SW",2013,0.307
2013-09-30,40,"IN_Randolph","SW",2013,0.298
2013-09-30,60,"IN_Randolph","SW",2013,0.297
2013-09-30,100,"IN_Randolph","SW",2013,0.228
2013-10-01,10,"IN_Randolph","SW",2013,0.334
2013-10-01,20,"IN_Randolph","SW",2013,0.304
2013-10-01,40,"IN_Randolph","SW",2013,0.291
2013-10-01,60,"IN_Randolph","SW",2013,0.292
2013-10-01,100,"IN_Randolph","SW",2013,0.228
2013-10-02,10,"IN_Randolph","SW",2013,0.332
2013-10-02,20,"IN_Randolph","SW",2013,0.302
2013-10-02,40,"IN_Randolph","SW",2013,0.289
2013-10-02,60,"IN_Randolph","SW",2013,0.291
2013-10-02,100,"IN_Randolph","SW",2013,0.228
2013-10-03,10,"IN_Randolph","SW",2013,0.331
2013-10-03,20,"IN_Randolph","SW",2013,0.301
2013-10-03,40,"IN_Randolph","SW",2013,0.289
2013-10-03,60,"IN_Randolph","SW",2013,0.291
2013-10-03,100,"IN_Randolph","SW",2013,0.229
2013-10-04,10,"IN_Randolph","SW",2013,0.33
2013-10-04,20,"IN_Randolph","SW",2013,0.301
2013-10-04,40,"IN_Randolph","SW",2013,0.289
2013-10-04,60,"IN_Randolph","SW",2013,0.29
2013-10-04,100,"IN_Randolph","SW",2013,0.23
2013-10-05,10,"IN_Randolph","SW",2013,0.342
2013-10-05,20,"IN_Randolph","SW",2013,0.305
2013-10-05,40,"IN_Randolph","SW",2013,0.298
2013-10-05,60,"IN_Randolph","SW",2013,0.296
2013-10-05,100,"IN_Randolph","SW",2013,0.23
2013-10-06,10,"IN_Randolph","SW",2013,0.363
2013-10-06,20,"IN_Randolph","SW",2013,0.322
2013-10-06,40,"IN_Randolph","SW",2013,0.311
2013-10-06,60,"IN_Randolph","SW",2013,0.321
2013-10-06,100,"IN_Randolph","SW",2013,0.333
2013-10-07,10,"IN_Randolph","SW",2013,0.345
2013-10-07,20,"IN_Randolph","SW",2013,0.313
2013-10-07,40,"IN_Randolph","SW",2013,0.305
2013-10-07,60,"IN_Randolph","SW",2013,0.308
2013-10-07,100,"IN_Randolph","SW",2013,0.341
2013-10-08,10,"IN_Randolph","SW",2013,0.339
2013-10-08,20,"IN_Randolph","SW",2013,0.307
2013-10-08,40,"IN_Randolph","SW",2013,0.295
2013-10-08,60,"IN_Randolph","SW",2013,0.3
2013-10-08,100,"IN_Randolph","SW",2013,0.339
2013-10-09,10,"IN_Randolph","SW",2013,0.335
2013-10-09,20,"IN_Randolph","SW",2013,0.303
2013-10-09,40,"IN_Randolph","SW",2013,0.291
2013-10-09,60,"IN_Randolph","SW",2013,0.297
2013-10-09,100,"IN_Randolph","SW",2013,0.336
2013-10-10,10,"IN_Randolph","SW",2013,0.333
2013-10-10,20,"IN_Randolph","SW",2013,0.301
2013-10-10,40,"IN_Randolph","SW",2013,0.289
2013-10-10,60,"IN_Randolph","SW",2013,0.294
2013-10-10,100,"IN_Randolph","SW",2013,0.334
2013-10-11,10,"IN_Randolph","SW",2013,0.331
2013-10-11,20,"IN_Randolph","SW",2013,0.3
2013-10-11,40,"IN_Randolph","SW",2013,0.287
2013-10-11,60,"IN_Randolph","SW",2013,0.292
2013-10-11,100,"IN_Randolph","SW",2013,0.332
2013-10-12,10,"IN_Randolph","SW",2013,0.33
2013-10-12,20,"IN_Randolph","SW",2013,0.299
2013-10-12,40,"IN_Randolph","SW",2013,0.287
2013-10-12,60,"IN_Randolph","SW",2013,0.292
2013-10-12,100,"IN_Randolph","SW",2013,0.33
2013-10-13,10,"IN_Randolph","SW",2013,0.328
2013-10-13,20,"IN_Randolph","SW",2013,0.299
2013-10-13,40,"IN_Randolph","SW",2013,0.287
2013-10-13,60,"IN_Randolph","SW",2013,0.291
2013-10-13,100,"IN_Randolph","SW",2013,0.329
2013-10-14,10,"IN_Randolph","SW",2013,0.324
2013-10-14,20,"IN_Randolph","SW",2013,0.298
2013-10-14,40,"IN_Randolph","SW",2013,0.288
2013-10-14,60,"IN_Randolph","SW",2013,0.291
2013-10-14,100,"IN_Randolph","SW",2013,0.328
2013-10-15,10,"IN_Randolph","SW",2013,0.324
2013-10-15,20,"IN_Randolph","SW",2013,0.3
2013-10-15,40,"IN_Randolph","SW",2013,0.289
2013-10-15,60,"IN_Randolph","SW",2013,0.291
2013-10-15,100,"IN_Randolph","SW",2013,0.327
2013-10-16,10,"IN_Randolph","SW",2013,0.324
2013-10-16,20,"IN_Randolph","SW",2013,0.301
2013-10-16,40,"IN_Randolph","SW",2013,0.289
2013-10-16,60,"IN_Randolph","SW",2013,0.29
2013-10-16,100,"IN_Randolph","SW",2013,0.327
2013-10-17,10,"IN_Randolph","SW",2013,0.317
2013-10-17,20,"IN_Randolph","SW",2013,0.298
2013-10-17,40,"IN_Randolph","SW",2013,0.288
2013-10-17,60,"IN_Randolph","SW",2013,0.29
2013-10-17,100,"IN_Randolph","SW",2013,0.326
2013-10-18,10,"IN_Randolph","SW",2013,0.315
2013-10-18,20,"IN_Randolph","SW",2013,0.296
2013-10-18,40,"IN_Randolph","SW",2013,0.285
2013-10-18,60,"IN_Randolph","SW",2013,0.288
2013-10-18,100,"IN_Randolph","SW",2013,0.325
2013-10-19,10,"IN_Randolph","SW",2013,0.319
2013-10-19,20,"IN_Randolph","SW",2013,0.301
2013-10-19,40,"IN_Randolph","SW",2013,0.288
2013-10-19,60,"IN_Randolph","SW",2013,0.289
2013-10-19,100,"IN_Randolph","SW",2013,0.325
2013-10-20,10,"IN_Randolph","SW",2013,0.323
2013-10-20,20,"IN_Randolph","SW",2013,0.302
2013-10-20,40,"IN_Randolph","SW",2013,0.288
2013-10-20,60,"IN_Randolph","SW",2013,0.289
2013-10-20,100,"IN_Randolph","SW",2013,0.324
2013-10-21,10,"IN_Randolph","SW",2013,0.325
2013-10-21,20,"IN_Randolph","SW",2013,0.302
2013-10-21,40,"IN_Randolph","SW",2013,0.288
2013-10-21,60,"IN_Randolph","SW",2013,0.288
2013-10-21,100,"IN_Randolph","SW",2013,0.322
2013-10-22,10,"IN_Randolph","SW",2013,0.323
2013-10-22,20,"IN_Randolph","SW",2013,0.301
2013-10-22,40,"IN_Randolph","SW",2013,0.29
2013-10-22,60,"IN_Randolph","SW",2013,0.287
2013-10-22,100,"IN_Randolph","SW",2013,0.322
2013-10-23,10,"IN_Randolph","SW",2013,0.334
2013-10-23,20,"IN_Randolph","SW",2013,0.31
2013-10-23,40,"IN_Randolph","SW",2013,0.3
2013-10-23,60,"IN_Randolph","SW",2013,0.297
2013-10-23,100,"IN_Randolph","SW",2013,0.33
2013-10-24,10,"IN_Randolph","SW",2013,0.337
2013-10-24,20,"IN_Randolph","SW",2013,0.309
2013-10-24,40,"IN_Randolph","SW",2013,0.3
2013-10-24,60,"IN_Randolph","SW",2013,0.296
2013-10-24,100,"IN_Randolph","SW",2013,0.333
2013-10-25,10,"IN_Randolph","SW",2013,0.335
2013-10-25,20,"IN_Randolph","SW",2013,0.306
2013-10-25,40,"IN_Randolph","SW",2013,0.295
2013-10-25,60,"IN_Randolph","SW",2013,0.29
2013-10-25,100,"IN_Randolph","SW",2013,0.33
2013-10-26,10,"IN_Randolph","SW",2013,0.333
2013-10-26,20,"IN_Randolph","SW",2013,0.303
2013-10-26,40,"IN_Randolph","SW",2013,0.293
2013-10-26,60,"IN_Randolph","SW",2013,0.288
2013-10-26,100,"IN_Randolph","SW",2013,0.328
2013-10-27,10,"IN_Randolph","SW",2013,0.333
2013-10-27,20,"IN_Randolph","SW",2013,0.302
2013-10-27,40,"IN_Randolph","SW",2013,0.291
2013-10-27,60,"IN_Randolph","SW",2013,0.286
2013-10-27,100,"IN_Randolph","SW",2013,0.326
2013-10-28,10,"IN_Randolph","SW",2013,0.332
2013-10-28,20,"IN_Randolph","SW",2013,0.302
2013-10-28,40,"IN_Randolph","SW",2013,0.288
2013-10-28,60,"IN_Randolph","SW",2013,0.284
2013-10-28,100,"IN_Randolph","SW",2013,0.324
2013-10-29,10,"IN_Randolph","SW",2013,0.332
2013-10-29,20,"IN_Randolph","SW",2013,0.302
2013-10-29,40,"IN_Randolph","SW",2013,0.287
2013-10-29,60,"IN_Randolph","SW",2013,0.283
2013-10-29,100,"IN_Randolph","SW",2013,0.322
2013-10-30,10,"IN_Randolph","SW",2013,0.334
2013-10-30,20,"IN_Randolph","SW",2013,0.303
2013-10-30,40,"IN_Randolph","SW",2013,0.287
2013-10-30,60,"IN_Randolph","SW",2013,0.283
2013-10-30,100,"IN_Randolph","SW",2013,0.32
2013-10-31,10,"IN_Randolph","SW",2013,0.36
2013-10-31,20,"IN_Randolph","SW",2013,0.323
2013-10-31,40,"IN_Randolph","SW",2013,0.302
2013-10-31,60,"IN_Randolph","SW",2013,0.308
2013-10-31,100,"IN_Randolph","SW",2013,0.332
2013-11-01,10,"IN_Randolph","SW",2013,0.354
2013-11-01,20,"IN_Randolph","SW",2013,0.325
2013-11-01,40,"IN_Randolph","SW",2013,0.304
2013-11-01,60,"IN_Randolph","SW",2013,0.307
2013-11-01,100,"IN_Randolph","SW",2013,0.332
2013-11-02,10,"IN_Randolph","SW",2013,0.346
2013-11-02,20,"IN_Randolph","SW",2013,0.319
2013-11-02,40,"IN_Randolph","SW",2013,0.3
2013-11-02,60,"IN_Randolph","SW",2013,0.299
2013-11-02,100,"IN_Randolph","SW",2013,0.33
2013-11-03,10,"IN_Randolph","SW",2013,0.346
2013-11-03,20,"IN_Randolph","SW",2013,0.316
2013-11-03,40,"IN_Randolph","SW",2013,0.298
2013-11-03,60,"IN_Randolph","SW",2013,0.293
2013-11-03,100,"IN_Randolph","SW",2013,0.329
2013-11-04,10,"IN_Randolph","SW",2013,0.343
2013-11-04,20,"IN_Randolph","SW",2013,0.31
2013-11-04,40,"IN_Randolph","SW",2013,0.295
2013-11-04,60,"IN_Randolph","SW",2013,0.291
2013-11-04,100,"IN_Randolph","SW",2013,0.328
2013-11-05,10,"IN_Randolph","SW",2013,0.344
2013-11-05,20,"IN_Randolph","SW",2013,0.309
2013-11-05,40,"IN_Randolph","SW",2013,0.294
2013-11-05,60,"IN_Randolph","SW",2013,0.289
2013-11-05,100,"IN_Randolph","SW",2013,0.327
